,Type of territory,Borough / Linked city,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?,label
1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,1,4,6,1,2
550,1,23,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,2,0,4,3,5,1,1
520,1,23,1,0,1,1,0,1,1,0,1,0,1,1,2,0,0,0,0,1,0,1,2,0,4,3,5,1,1
795,1,23,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,3,1,1,1,2
535,1,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0,3,0,4,3,5,1,1
599,1,18,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,1,4,3,5,1,1
666,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,1
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,2,1,4,1,1,1
1193,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
484,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
1052,1,15,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
14,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,3,3,4,3,5,2,2
469,1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,3,4,3,5,1,1
327,1,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
692,1,22,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1024,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,4,3,5,1,1
650,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,4,3,5,1,2
541,1,18,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,5,1,2,3,4,3,5,1,0
135,1,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1263,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
590,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
63,1,21,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
664,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
570,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,3,5,1,1
1860,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,1,1,4,1,1,1
376,1,17,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,2
1740,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,1,1,4,3,1,1
1500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,2,1,4,0,1,1
10,1,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,4,2,1,1,4,3,5,0,1
1489,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,2,5,3,1,1
1850,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2,4,3,4,0,1,4,1,1,1
28,1,21,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,2,2,1,1,4,3,5,1,0
491,1,11,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,2,5,2,3,1,4,3,5,1,1
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,3,3,4,1,1,1
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
71,1,11,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,2,0,3,2,4,3,5,1,2
745,1,25,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2,1,4,3,5,1,0
1407,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,1,4,1,1,1
305,1,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,0
20,1,21,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
436,1,26,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,4,3,5,1,2
1305,1,13,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1038,1,15,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,3,3,4,3,5,1,1
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1211,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
743,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,1,4,3,5,1,1
4,1,11,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,2,4,0,3,3,4,3,5,1,3
793,2,5,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,3,4,2,4,3,5,1,2
611,1,9,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
460,1,26,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,1,2,2,4,3,5,1,2
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,3,4,3,3,5,3,1,1
252,1,11,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,0
173,1,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
225,1,26,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,2,5,3,1,2
1615,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,1,2,4,1,1,2
1072,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,4,3,5,1,1
163,1,11,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
221,1,24,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,3,3,4,3,5,1,0
386,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,4,3,5,1,1
474,1,23,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,2,3,3,4,3,5,1,1
1017,1,23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,2
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
114,1,11,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,3,4,3,5,1,0
1299,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,0,2,0,1,2
1007,1,22,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,4,3,5,1,2
748,1,25,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1663,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,3,3,4,1,3,1,3,1,1
1145,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,0,1,4,3,1,1
1894,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1325,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,4,0,0,2,1,1,1
1219,1,23,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
95,1,26,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
1029,1,15,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
316,1,21,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,3,3,4,3,5,1,2
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
15,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,2,4,3,5,1,1
337,2,27,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,1,3,4,3,5,1,0
641,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,0,4,3,5,1,0
673,1,25,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,0,3,3,4,3,5,1,2
1773,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
794,1,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
473,1,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,3,0,4,3,5,1,1
829,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1285,0,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,2,1,2,1
767,1,25,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
458,1,26,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,4,3,5,1,1
1307,2,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
718,1,23,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1081,1,4,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,3,3,4,1,3,1,0,1,2
1574,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,2
281,1,26,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,2,6,0,3,0,4,3,5,1,1
850,1,18,1,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1099,1,26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,3,4,3,3,4,3,1,1
1812,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2,3,3,4,0,1,4,1,1,1
583,1,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,4,4,3,5,2,3
1147,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,1,4,1,2,2
183,1,26,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,2,3,4,3,5,1,1
1868,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,0,1,4,1,1,1
962,1,21,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,4,3,5,1,1
318,2,27,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,2,4,2,3,0,4,3,5,1,2
1799,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,0,2,0,1,1
185,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,2,0,4,3,5,1,2
76,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0,3,1,4,3,5,2,2
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1012,1,21,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,3,2,4,3,5,1,2
757,1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,3,3,4,3,5,1,1
1338,1,11,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,4,3,3,0,1,2,1
456,1,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,2,4,3,5,1,2
1208,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,0,2,3,2,1
1248,1,11,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,1,3,5,6,1,1
1784,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,2
413,1,17,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,3,0,4,3,5,1,2
195,1,26,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,3,4,4,4,3,5,1,2
1270,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1174,1,26,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2,3,3,4,3,2,5,3,1,1
1213,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,3,3,4,3,1,1
1854,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,2,3,4,1,1,1
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1172,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,0,2,3,1,1
1458,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,4,3,0,2,1,1,2
245,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
600,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,1,4,3,5,1,1
741,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
615,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
569,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,4,4,4,3,5,0,1
1183,1,11,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1789,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,2
545,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,0,3,2,4,3,5,1,1
1729,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,4,2,1,4,1,0,1
657,2,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
917,1,22,1,1,0,0,0,1,1,0,1,0,0,2,2,0,0,0,0,3,3,3,4,3,4,3,5,1,1
1540,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
248,2,27,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1164,1,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,4,3,4,0,2,0,3,1,2
1085,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,3,4,1,3,5,0,1,1
118,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,0
1087,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,0,2,0,1,1
1159,1,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,2
184,1,11,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,2,1,0,1,1,4,3,5,1,2
1096,1,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,2,4,3,1,2
288,1,11,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,4,2,0,1,4,3,5,1,2
439,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,2,2,4,3,5,1,1
512,1,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2,3,3,4,3,5,1,0
51,1,26,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,2,3,4,0,4,3,5,0,1
796,1,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1333,1,24,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
548,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,3,4,3,5,1,1
1065,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,4,3,5,1,1
1722,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,4,2,1,4,1,0,1
411,1,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
1531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,1,3,1,0,1,1
504,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,2,0,4,3,5,1,1
1170,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,3,4,3,2,4,3,1,1
1849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,3,4,3,5,4,6,1,1
13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,3,4,3,5,1,0
152,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,2
1612,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,3,3,1,6,1,2
1228,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,2,5,0,2,2
1037,1,15,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,2
500,1,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
0,1,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,4,2,4,3,5,0,1
928,1,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
336,1,26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,2,1,2,3,3,4,3,5,1,0
602,1,23,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,1,4,3,5,1,1
682,1,4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,3,5,1,2
952,1,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
165,1,11,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,2,1,1,2,3,4,3,5,1,0
463,1,26,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,2,4,3,5,1,1
1402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,3,0,2,3,0,1
296,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,5,2,3,1,4,3,5,1,2
935,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,0,4,3,5,1,1
973,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,4,4,3,5,2,1
733,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
344,1,26,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,2
1891,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
289,1,11,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,4,0,3,3,4,3,5,1,2
1447,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,2,0,1,1
1311,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
582,1,22,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,2,2,4,3,5,1,1
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1556,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,3,4,2,0,2,1,1,2
956,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
385,1,21,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,0,4,3,5,1,1
719,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,0,2,3,1,1
205,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,0,1
263,1,21,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,2,0,3,3,4,3,5,1,1
1001,1,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,4,3,4,3,4,3,5,1,1
929,2,19,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,1,2,3,4,3,5,1,1
1101,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,4,3,5,1,1
1661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,1,2,1
967,1,21,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,4,0,3,3,4,3,5,1,1
1151,2,5,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1122,1,9,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,0,2,1,1,2
1171,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,4,2,0,2,0,2,1
1841,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,3,4,0,1,4,1,1,1
418,1,12,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1378,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1173,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,3,5,3,2,1
1340,1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,3,4,3,3,4,2,1,1
831,1,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,4,3,5,1,1
346,2,27,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,5,0,3,0,4,3,5,1,2
57,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,2,4,3,5,1,2
1636,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,5,4,6,1,1
1723,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1143,1,21,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
540,1,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
301,1,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,0,4,3,5,1,2
1823,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2,3,4,3,1,4,1,1,1
1807,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
823,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
166,1,21,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,3,0,4,3,5,1,0
1505,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,1,4,1,1,1
1698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,1,4,1,1,1
736,1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
