,Answer ID,Date,Phase,Type of territory,Borough / Linked city,Trade status,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?
767,768,2020-06-16,2,Arrondissement,Ville-Marie,Ouvert,,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
768,769,2020-06-16,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
769,770,2020-06-16,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
770,771,2020-06-16,2,Arrondissement,Ville-Marie,Partiellement ouvert,Oui,Oui,,,,Oui,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Réponse inconnue,Oui,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
771,772,2020-06-16,2,Arrondissement,Ahuntsic-Cartierville,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
772,773,2020-06-16,2,Ville liée,Dorval,Partiellement ouvert,Oui,Oui,Oui,,,,,Oui,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Oui,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
773,774,2020-06-16,2,Ville liée,Dorval,Partiellement ouvert,Oui,Oui,,Oui,,Oui,Oui,,Oui,,Oui,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
774,775,2020-06-16,2,Arrondissement,Saint-Léonard,Partiellement ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
775,776,2020-06-16,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
776,777,2020-06-16,2,Arrondissement,LaSalle,Ouvert,Oui,Oui,Oui,,,,Oui,Oui,,,,Oui,Oui,Oui,,Oui,,Oui,"Via un tiers (ex. : Amazon, Wayfair, Uber Eats, etc.)",Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
777,778,2020-06-16,2,Arrondissement,Montréal-Nord,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
778,779,2020-06-16,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
779,780,2020-06-16,2,Arrondissement,Ahuntsic-Cartierville,Fermé,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
780,781,2020-06-16,2,Arrondissement,Ville-Marie,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
781,782,2020-06-16,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Fermé,Oui,Oui,,,,Oui,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
782,783,2020-06-16,2,Ville liée,Mont-Royal,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
783,784,2020-06-16,2,Arrondissement,Saint-Laurent,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
784,785,2020-06-17,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
785,786,2020-06-17,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
786,787,2020-06-17,2,Arrondissement,Saint-Léonard,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
787,788,2020-06-17,2,Arrondissement,Saint-Laurent,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
788,789,2020-06-17,2,Arrondissement,Ahuntsic-Cartierville,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
789,790,2020-06-17,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
790,791,2020-06-17,2,Ville liée,Dollard-des-Ormeaux,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
791,792,2020-06-17,2,Arrondissement,LaSalle,Ouvert,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
792,793,2020-06-17,2,Arrondissement,LaSalle,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
793,794,2020-06-17,2,Ville liée,Dollard-des-Ormeaux,Partiellement ouvert,Oui,,,Oui,,,,Oui,Oui,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
794,795,2020-06-17,2,Arrondissement,Saint-Laurent,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
795,796,2020-06-17,2,Arrondissement,Saint-Léonard,Ouvert,Oui,,,,,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
796,797,2020-06-17,2,Arrondissement,Pierrefonds-Roxboro,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
797,798,2020-06-17,2,Arrondissement,LaSalle,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
798,799,2020-06-17,2,Arrondissement,L'Île-Bizard-Sainte-Geneviève,Fermé,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
799,800,2020-06-17,2,Arrondissement,Pierrefonds-Roxboro,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
800,801,2020-06-17,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
801,802,2020-06-17,2,Arrondissement,Saint-Léonard,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
802,803,2020-06-17,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
803,804,2020-06-17,2,Arrondissement,Montréal-Nord,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
804,805,2020-06-17,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Non,Pas de vente en ligne,Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
805,806,2020-06-17,2,Arrondissement,Ville-Marie,Partiellement ouvert,,Oui,Oui,Oui,,,,Oui,,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Oui,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
806,807,2020-06-18,2,Arrondissement,Rivière-des-Prairies-Pointe-aux-Trembles,Ouvert,Oui,Oui,Oui,,,Oui,Oui,,,,,Non,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
807,808,2020-06-18,2,Arrondissement,Rivière-des-Prairies-Pointe-aux-Trembles,Ouvert,Oui,Oui,Oui,,,Oui,Oui,,Oui,,,Oui,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
808,809,2020-06-18,2,Arrondissement,Pierrefonds-Roxboro,Ouvert,Oui,,Oui,,,,Oui,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
809,810,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,,,,,,,,,,,,Non,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
810,811,2020-06-18,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
811,812,2020-06-18,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
812,813,2020-06-18,2,Ville liée,Beaconsfield,Ouvert,Oui,Oui,,,,,Oui,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
813,814,2020-06-18,2,Arrondissement,L'Île-Bizard-Sainte-Geneviève,Ouvert,Oui,Oui,Oui,,,Oui,Oui,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
814,815,2020-06-18,2,Arrondissement,Ville-Marie,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
815,816,2020-06-18,2,Arrondissement,Pierrefonds-Roxboro,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
816,817,2020-06-18,2,Arrondissement,Ahuntsic-Cartierville,Partiellement ouvert,,Oui,Oui,,Oui,,Oui,Oui,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
817,818,2020-06-18,2,Ville liée,Kirkland,Ouvert,Oui,,,,,,,,,,,Sans réponse,Non,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
818,819,2020-06-18,2,Arrondissement,Ville-Marie,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
819,820,2020-06-18,2,Arrondissement,Ahuntsic-Cartierville,Ouvert,Oui,,Oui,,,,,,Oui,,,Non,Oui,Oui,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
820,821,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
821,822,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,Oui,Oui,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
822,823,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,Oui,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
823,824,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
824,825,2020-06-18,2,Arrondissement,Ville-Marie,Ouvert,Oui,,Oui,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
825,826,2020-06-18,2,Arrondissement,Ville-Marie,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
826,827,2020-06-18,2,Arrondissement,Mercier-Hochelaga-Maisonneuve,Ouvert,Oui,,Oui,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
827,828,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Fermé,Oui,,,,,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
828,829,2020-06-18,2,Arrondissement,Ahuntsic-Cartierville,Ouvert,,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
829,830,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
830,831,2020-06-18,2,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Non,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
831,832,2020-06-18,2,Arrondissement,Saint-Léonard,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
832,833,2020-06-18,2,Arrondissement,Rivière-des-Prairies-Pointe-aux-Trembles,Ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
